text,cluster,section_name
"Washington D.C., June 28, 2018 —
The Securities and Exchange Commission today charged a former Equifax manager with insider trading in advance of the company’s September 2017 announcement of a massive data breach that exposed Social Security numbers and other personal information of approximately 148 million U.S. customers.   This is the second case the SEC has filed arising from the Equifax data breach.  In March, the former chief information officer of Equifax’s U.S. business unit was charged with insider trading. 

In a complaint filed in federal court in Atlanta today, the SEC charged that Equifax software engineering manager Sudhakar Reddy Bonthu traded on confidential information he received while creating a website for consumers impacted by a data breach.

According to the complaint, Bonthu was told the work was being done for an unnamed potential client, but based on information he received, he concluded that Equifax itself was the victim of the breach.  The SEC alleges that Bonthu violated company policy when he traded on the non-public information by purchasing Equifax put options.  Less than a week later, after Equifax publicly announced the data breach and its stock declined nearly 14 percent, Bonthu sold the put options and netted more than $75,000, a return of more than 3,500 percent on his initial investment.

Bonthu, 44, was terminated from Equifax in March after refusing to cooperate with an internal investigation into whether he had violated the company’s insider trading policy.

“As we allege, Bonthu, who was entrusted with confidential information by his employer, misused that information to conclude that his company had suffered a massive data breach and then sought to illegally profit,” said Richard R. Best, Director of the SEC’s Atlanta Regional Office.  “Corporate insiders simply cannot abuse their access to sensitive information and illegally enrich themselves.”

In a parallel proceeding, the U.S. Attorney’s Office for the Northern District of Georgia filed criminal charges against Bonthu.

To settle the SEC’s civil charges, Bonthu has agreed to a permanent injunction and to return his allegedly ill-gotten gains plus interest.  The settlement is subject to court approval.

The SEC’s investigation, which is continuing, has been conducted by Elizabeth Skola and Justin Jeffries.  The litigation is being led by Shawn Murnahan and Graham Loomis.  The SEC appreciates the assistance of the U.S. Attorney’s Office for the Northern District of Georgia, Federal Bureau of Investigation, and Financial Industry Regulatory Authority.",4,Business
"Washington D.C., Dec. 20, 2021 —
The Securities and Exchange Commission today announced fraud charges against five Russian nationals for engaging in a multi-year scheme to profit from stolen corporate earnings announcements obtained by hacking into the systems of two U.S.-based filing agent companies before the announcements were made public. The filing agents assist publicly traded companies with the preparation and filing of periodic reports with the SEC, including quarterly reports containing earnings information.

The SEC’s complaint, filed in federal district court in Massachusetts, alleges that defendant Ivan Yermakov used deceptive hacking techniques to access the filing agents’ systems and directly or indirectly provided not-yet-public corporate earnings announcements stolen from those systems to his co-defendants Vladislav Kliushin, Nikolai Rumiantcev, Mikhail Irzak, and Igor Sladkov. According to the complaint, from 2018 through 2020, the traders used 20 different brokerage accounts located in Denmark, the United Kingdom, Cyprus and Portugal to generate profits of at least $82 million using the stolen information to make trades before over 500 corporate earnings announcements. The defendants allegedly shared a portion of their enormous profits by funneling them through a Russian information technology company founded by Kliushin and for which Yermakov and Rumiantcev serve as directors.

“With this action, the SEC, using its powerful analytical tools, has exposed a highly sophisticated and deceptive scheme to steal and monetize non-public corporate information,” said Gurbir S. Grewal, Director of the SEC’s Division of Enforcement. “While we remain steadfast in our commitment to protect the integrity of our securities markets against bad actors no matter where they are located or what sophisticated tactics they use, we strongly encourage companies to shore up their safeguards against, and remain vigilant for cyber breaches that compromise their non-public information.”

The U.S. Attorney’s Office for the District of Massachusetts today announced criminal charges against the five defendants named in the SEC’s action and that defendant Vladislav Kliushin was extradited from Switzerland.

The SEC’s complaint charges each of the defendants with violating the antifraud provisions of the federal securities laws and related SEC antifraud rules and seeks a final judgment ordering the defendants to pay penalties, return their ill-gotten gains with prejudgment interest, and enjoining them from committing future violations of the antifraud laws. ",4,Business News
"San Diego, California (CNN)Political attacks have really gone to the dogs. They used to have more style and substance. It was considered bad form to just weave an attack out of whole cloth, counting on the fact that the mark was so despised by a segment of society that people would be anxious to believe the worst. It used to be that when you wanted to sling mud at someone whose politics you didn't agree with -- chiefly as a way of making them look bad and yourself look good by comparison -- you'd try to dig up dirt, find a skeleton in a closet or challenge the person's integrity. These days, you don't have to work that hard. The whole process is do-it-yourself. You just go to Facebook and see what embarrassing family photos can be linked to the person you intend to slime. The target doesn't even have to be in the photo. Just the fact that they posted it, or thought it was humorous, or in any way condoned the act is good enough. In our narcissistic look-at-me-and-mine culture, social media networks are veritable treasure chests of blunders, blushes and blemishes. Even with our best efforts to use these sites to showcase our best features, there is plenty of embarrassment to go around. Once you find the photos, you do a little cut and paste. Then you can scribble a few sentences about how shocked -- shocked! -- you are that people could behave in such a manner. Be sure to include a line from the head of some nonprofit that raises funds by advancing the idea that, without a group like theirs, our entire society would be in dire straits. If you're attacking someone on the left, you might hunt around on social media for a photo where they're not wearing a flag pin and accuse them of being unpatriotic. If you're trying to smear someone on the right, you can fall back on the old standby and accuse them of being uncaring. How uncaring? Enough to use a dog as a food stool. The offender in question is 6-year-old Trig Palin, who became an instant target of supposedly tolerant liberals when he wound up being born to mother Sarah, one of the most popular political figures for conservatives and a constant thorn in the side of liberals. This time, what put Trig in the liberal's version of ""timeout"" is a photo on his mom's Facebook page of him standing barefoot on his new pet dog -- a black labrador oddly named Jill Hadassah -- so he could reach the kitchen sink and wash his dish. The liberal organization, People for the Ethical Treatment of Animals, was not amused. PETA blasted Palin in a statement, calling her ""hard-hearted"" and ""bizarrely callous."" The statement read, ""It's odd that anyone -- let alone a mother -- would find it appropriate to post such a thing, with no apparent sympathy for the dog in the photo."" You know who deserves sympathy? The journalists who got that statement and had to whip up a story based on faux outrage. Palin struck back by zeroing in with the real reason that groups like PETA have lost influence and credibility: the double standard they employ, denouncing certain behavior by the people they oppose while excusing the same behavior by people they support. Where was the organization last year, she asked, when the liberal talk show hosted by Ellen DeGeneres, posted a similar photo of a girl standing on a dog? Back then, PETA was AWOL. She is right about the double standard. And I admire her spunk. In a world of politicians and even former politicians who are so careful about what they say and do that they don't say or do anything, Palin unplugged is a refreshing exception. There is more to the story. According to media reports, the canine is a service dog that was trained to care for Trig, who has Down syndrome. The little guy doesn't just need special care. It seems that he also needs constant protection -- from liberals who hate his mommy. Trig was first targeted by the left in February 2010, when he was just shy of 2 years old. That's when Seth MacFarlane, creator of the Fox animated comedy, ""Family Guy,"" thought it would be a hoot to air an episode that demolished all the preaching that liberals have done over the years about tolerance and the importance of defending those with special needs. In the episode, the character Chris is dating a teenage girl with Down syndrome, and when he asks her what her parents do, she says, ""My dad's an accountant, and my mom is the former governor of Alaska."" David Tolleson, head of the Atlanta-based National Down Syndrome Congress, called the gag ""hurtful and stereotypical.""  And Palin's daughter Bristol wrote on her mom's Facebook page that the joke was especially cruel given that her brother already faces a life filled with intolerance and prejudice. On the defensive, MacFarlane claimed at the time that he was ""an equal opportunity offender."" Sure. In 2008, the comedian had spoken at an Obama-Biden rally at a university in Ohio, where he took potshots at Republicans and touted the Democratic ticket. As all this unfolded, we learned -- thanks to Trig -- a valuable lesson about how the tolerant left has a much stronger stomach for intolerance if its aimed at one of its enemies. Now the little guy is at it again, teaching us that liberals are creative enough to make smears out of thin air. In a perfect world, I'd prefer that children not mistake their household pets for a step ladder. But whatever else can be said about the world that Trig Palin is likely to face in the years to come, this much we know: It won't be perfect.",4,Opinion
"(CNN) -- When the comedian Daniel Tosh reportedly singled out a woman in his audience and suggested, according to a blog post that recounted the incident, it would be ""funny"" if she ""got raped by, like, five guys, right now,"" the online reaction was swift, heated and often split down gender lines. Many men wanted to explain free speech or heckling etiquette. Many women (and virtually all feminists) said these topics were distractions, at best, from the sheer offensiveness of Tosh's attack. As we at the Women's Media Center watched hundreds of users comment on our Facebook post about the incident, we saw the same disconnect. Quite a few of the women who shared our post said they were doing so in hopes that a husband or boyfriend would ""finally understand why I won't watch Tosh's show with him."" Some even tagged their husbands or boyfriends, to be sure the message would reach its destination. In the aggregate, these comments gave us a glimpse into the ongoing, low-grade conflicts between women who have been trying to articulate their discomfort with Tosh's lazy, cruel and misogynistic humor, and the men who share their lives but just don't get it. At the center of these disagreements is the rape-joke empathy gap. The problem isn't a failure of men to see rape as horrific. It's that many of them do not perceive that rape itself lies on the far end of a broad spectrum of ways in which the idea of rape, the invocation of rape or the threat of rape is used to intimidate women or to regulate their behavior. When women are told that they shouldn't drink too much or walk alone at night or wear a revealing top, they are being given a guided tour of the boundaries of acceptable female conduct. Women are supposed to understand that these boundaries are policed by rapists. We cross the line at our own risk. And if we are caught, the brutal punishment is one we have earned. Gilbert Gottfried: If you don't want to hear an edgy joke, don't listen . A comedian who shoots down an audience member who objects to his rape jokes by joking about her being gang-raped on the spot isn't being funny. He's using rape to shut up a woman who crossed a boundary by speaking out of turn. That is unacceptable. Tosh was free to say what he said, of course. But that doesn't mean it wasn't morally repugnant. It was. What about rape jokes with less vicious punch lines? Here is the gray area where the empathy gap thrives best. There is absolutely room in both comedy and in feminism for discussions about rape jokes that highlight rape as a social ill vs. those that perpetuate that injustice. That's why we joined with other feminist media critics and activists to produce a YouTube ""supercut"" of rape jokes -- some insightful and some far less so. Still, the presence of rape in women's lives is too real and pervasive for many to laugh at all the same jokes that many men can. It's not that women never enjoy crude humor -- a lesbian journalist friend recently confided in us her amazement that her wife is a fan of Tosh's show, if not some of its more brutal misogyny. And it's not that no man knows with terrible certainty what it's like to be a rape victim -- one in five females and one in 71 males in the United States are the victims of rape, to say nothing of atrocities around the world such as those described in our new report on rape as a weapon of war in Syria. Nonetheless, the significant overlap between the gender divide and the rape-joke empathy gap is real, and it seems inevitable when media coverage of rape so often focuses on what a victim should have done differently to try harder not to get raped. Such shoddy framing creates a fictional image that there's a certain type of woman who gets raped. Women know that's a lie, because they live the truth, but men may never have occasion to question that image, and so when they laugh at rape jokes, they're laughing at an abstraction that's all too real for many women. Tosh and all those with the privilege to hold a microphone have a responsibility to shine a light on the reality behind the abstraction -- not to perpetuate it, and certainly not to silence those who bear its burden. The opinions expressed in this commentary are solely those of Julie Burton and Michelle Kinsey Bruns.",4,Opinion/Editorial
"PONTE VEDRA BEACH, FL – Federal workplace safety inspectors examining how a 26-year-old diver drowned in a golf course pond – after only three days working for a Freming Island commercial diving and recovery company – found the employer failed to follow required safety standards, including ensuring adequate supervision was in place and that required training was provided.

The December 2021 incident occurred as the dive technician and a coworker employed by Ballhawker of Florida Inc. recovered sunken golf balls in a pond on a Ponte Vedra Beach golf course. When the diver became unresponsive, the coworker pulled him from the water and asked a passing golfer to call 911. The diver was transported to a local hospital where he later died.

Following an investigation, the U.S. Department of Labor's Occupational Safety and Health Administration issued citations to Ballhawker for 12 serious violations. OSHA found the company failed to:

Train divers to handle assigned tasks safely, including using equipment.
Ensure all dive team members are CPR trained.
Provide a first-aid handbook or a resuscitator at the dive location.
Provide continuous monitoring and oversee diving operations.
Inspect diving equipment and components prior to every dive.
Test air compressor systems for air purity every six months.
Use diver depth gauges.
Set up an operational communication system among all dive team members.
Comply with pre-dive requirements prior to operations.
Develop and maintain a safe practice manual for divers.
Inspectors found that Ballhawker also failed to keep records of workers and job details, including a designated person-in-charge; the date, time and location of the job; and water and surface conditions.

OSHA proposed $55,870 in penalties.

“Ballhawker ignored safety standards and a young man lost his life,” said OSHA Acting Area Office Director Erin Sanchez in Jacksonville, Florida. “Commercial divers are exposed to a variety of hazards, and it is an employer's responsibility to not start a dive until it is safe.” 

The company has 15 business days from receipt of their citations and penalties to comply, request an informal conference with OSHA, or contest the findings before the independent Occupational Safety and Health Review Commission.",5,Local News
"EVERGREEN, Ala. - The U.S. Department of Labor's Occupational Safety and Health Administration has cited Tenax Manufacturing Alabama LLC with 15 alleged safety violations following an August 2012 inspection at the Evergreen plant. OSHA initiated the inspection as part of the agency's National Emphasis Program on Amputations. Proposed penalties total $56,296.
OSHA cited the manufacturer with 14 serious safety violations and a penalty of $55,486 for failing to develop an emergency action plan; provide handrailings on stairs; develop, document and utilize the control of potentially hazardous energy; guard machines; provide training on the energy control program, use of fire extinguishers and operating a forklift; and provide a written hazard communication program and correct electrical deficiencies. Additionally, the employer allowed workers to use forklifts without wearing seat belts. A serious violation occurs when there is substantial probability that death or serious physical harm could result from a hazard about which the employer knew or should have known.
One other-than-serious violation with an $810 fine was cited for failing to maintain clean and dry floors. An other-than-serious violation is one that has a direct relationship to job safety and health, but probably would not cause death or serious physical harm.
""Employers need to be proactive in addressing workplace hazards rather than waiting for OSHA inspectors to identify them,"" said Joseph Roesler, OSHA's area director in Mobile. ""Employers are responsible for ensuring that their employees have a safe and healthful work environment.""",5,Business
"WACO, TX - Moving machine parts have the potential to cause serious or fatal injuries when safety protections and procedures are ignored, and yet a Waco bath and shower manufacturer once again failed to provide its employees a safe and healthful workplace.
An inspection by the U.S. Department of Labor's Occupational Safety and Health Administration in November 2020 found Clarke Products Inc. failed to use required machine guards and cited the manufacturer for 19 violations. The violations included willful and repeated failures related to machine guarding and fall protection. Proposed penalties total $558,821. In October 2018, OSHA cited Clarke Products for failing to ensure the use of guards.
""The willful and repeat violations found during this inspection show Clarke Products' ignored required worker safety protections,"" said OSHA Area Director Timothy Minor in Fort Worth. ""OSHA will cite employers who disregard their legal responsibility to provide workers with a safe workplace.""
Headquartered in Colleyville, Clarke Products Inc. had approximately 110 employees at its Waco facility at the time of inspection.
The company has 15 business days from receipt of citation and penalties to comply, request an informal conference with OSHA's area director, or contest the findings before the independent Occupational Safety and Health Review Commission.",5,Business
"WASHINGTON, DC – The U.S. Department of Labor's Occupational Safety and Health Administration (OSHA) has launched a webpage with coronavirus-related guidance for construction employers and workers. The guidance includes recommended actions to reduce the risk of exposure to the coronavirus.

Employers of workers engaged in construction (such as carpentry, ironworking, plumbing, electrical, heating/air conditioning/ventilation, utility construction work, and earth-moving activities) should remain alert to changing outbreak conditions, including as they relate to community spread of the virus and testing availability. In response to changing conditions, employers should implement coronavirus infection prevention measures accordingly.

The webpage includes information regarding:

Using physical barriers, such as walls, closed doors, or plastic sheeting, to separate workers from individuals experiencing signs or symptoms consistent with the coronavirus;
Keeping in-person meetings (including toolbox talks and safety meetings) as short as possible, limiting the number of workers in attendance, and using social distancing practices;
Screening calls when scheduling indoor construction work to assess potential exposures and circumstances in the work environment before worker entry;
Requesting that shared spaces in home environments where construction activities are being performed, or other construction areas in occupied buildings, have good air flow; and
Staggering work schedules, such as alternating workdays or extra shifts, to reduce the total number of employees on a job site at any given time and to ensure physical distancing.
Visit OSHA's coronavirus webpage frequently for updates. For further information about the coronavirus, please visit the Centers for Disease Control and Prevention.

Under the Occupational Safety and Health Act of 1970, employers are responsible for providing safe and healthful workplaces for their employees. OSHA's role is to help ensure these conditions for America's working men and women by setting and enforcing standards, and providing training, education and assistance. For more information, visit www.osha.gov.

The mission of the Department of Labor is to foster, promote and develop the welfare of the wage earners, job seekers and retirees of the United States; improve working conditions; advance opportunities for profitable employment; and assure work-related benefits and rights.",5,Business
"LINTHICUM, Md. - The U.S. Department of Labor's Occupational Safety and Health Administration has cited Emcor Group Inc. in Arlington, Va., doing business as Emcor Government Services, and EEC Inc. in Landover, Md., for serious safety violations. These violations include flammable vapor hazards that were found while the contractors replaced commercial ductwork insulation at a building in Washington, D.C. OSHA's November 2012 inspection was prompted after three workers were hospitalized with serious burns from a flash fire that occurred inside the ductwork. Proposed penalties against both companies total $60,200.
Emcor Government Services was cited with six serious violations, carrying a $35,000 penalty, for failing to control flammable vapors, address hazards associated with working in confined spaces, identify precautions during hot work operations, ensure safe performance of welding operations in a flammable atmosphere and ensure the use of approved electrical equipment in a flammable atmosphere.
EEC Inc. faces a $25,200 penalty for 16 serious violations, including failing to properly use a ladder and store highly flammable material; control flammable vapors; identify precautions during hot work operations; perform a hazard assessment to determine correct personal protective equipment; and recognize hazards associated with working in confined spaces. Additionally, the company failed to ensure workplace safety during welding operations in a flammable atmosphere, provide hazardous communication training and ensure the use of approved electrical equipment in a flammable atmosphere.
A serious citation is issued when there is substantial probability that death or serious physical harm could result and the employer knew, or should have known, of the hazard.
""Confined spaces are commonly characterized by toxic, oxygen-deficient or flammable atmospheres that can be deadly for employees working in those spaces,"" said Michael Stracka, acting director of OSHA's Baltimore Area Office. ""No worker should ever enter a confined space until the atmosphere has been tested, atmospheric hazards have been eliminated or proper respiratory protection is supplied and used, and adequate rescue procedures are in place.""",5,Business
"WASHINGTON, DC – The U.S. Department of Labor announced today that its Occupational Safety and Health Administration has published a final interpretive rule that changes a rule interpreting the anti-retaliation provision of the Occupational Safety and Health Act of 1970.

In 1973, OSHA established Part 1977 - Discrimination against Employees under OSH Act of 1970 that contains interpretive regulations and procedures governing the agency's administration of cases under section 11(c), which prohibits employers from retaliating against employees because they have engaged in protected activity, including complaining about unsafe or unhealthful working conditions.

The revised final interpretive rule clarifies the causal connection between the protected activity and the adverse action (29 CFR 1977.6). This change brings the provision in line with the Supreme Court's holdings in Gross v. FBL Financial Services, Inc., Univ. of Tex. Sw. Med. Ctr. v. Nassar, and Bostock v. Clay County, Georgia. The agency also revised the regulation by adding terms to reflect the full scope of section 11(c)'s prohibition against retaliation.

The final rule is effective on Sept. 3, 2021.",5,Business
"JACKSONVILLE, Fla. - The U.S. Department of Labor's Occupational Safety and Health Administration has cited Bacardi Bottling Corp. with 12 alleged safety violations following the death of a 21-year-old temporary worker his first day on the job. Lawrence Daquan ""Day"" Davis was crushed to death by a palletizer machine at the Jacksonville facility in August 2012. The company uses Remedy Intelligent Staffing as a temporary staffing service to provide laborers for certain types of jobs.
""A worker's first day at work shouldn't be his last day on earth,"" said Assistant Secretary of Labor for Occupational Safety and Health Dr. David Michaels. ""Employers are responsible for ensuring the safe conditions of all their employees, including those who are temporary.""
OSHA requires that employers protect the health and safety of all workers under their supervision and control. Davis was cleaning glass from under the hoist of a palletizing machine when an employee restarted the palletizer. Bacardi Bottling had failed to train temporary employees on utilizing locks and tags to prevent the accidental start-up of machines and to ensure its own employees utilized procedures to lock or tag out machines.
Two willful citations have been issued for failing to develop, document and utilize lockout/tagout procedures for the control of potentially hazardous energy and train temporary workers on lockout/tagout procedures. A willful violation is one committed with intentional knowing or voluntary disregard for the law's requirements or with plain indifference to worker safety and health.
""We are seeing untrained workers - many of them temporary workers - killed very soon after starting a new job. This must stop,"" said Michaels. ""Employers must train all employees, including temporary workers, on the hazards specific to that workplace - before they start working. Had Bacardi done so, this tragic loss of life could have been prevented.""
Also cited are nine serious violations for exposing workers to trips, struck-by and fire hazards where fixed permanent conveyors crossed through the aisle; obstructing exit routes; exposing workers to falling bottles and debris from overhead conveyors and electrical shock hazards. The employer also failed to provide an adequate number of lockout/tagout devices to perform lockout/tagout procedures of energy sources on various equipment, conduct an adequate periodic review of the energy control procedures, perform servicing and maintenance on machines and equipment without training in the methods and means for energy isolation, and require workers to wear safety goggles and long sleeves when using air guns at 90 pounds per square inch. A serious violation occurs when there is substantial probability that death or serious physical harm could result from a hazard about which the employer knew or should have known.
One other-than-serious violation has been cited for storing a mixing tank within 12 inches of the electrical panel box. An other-than-serious violation is one that has a direct relationship to job safety and health, but probably would not cause death or serious physical harm.
Proposed penalties for the willful and serious violations total $192,000. The citations can be viewed at http://www.osha.gov/ooc/citations/BacardiBottlingCorp_584358_0208_13.pdf*.
Bacardi Bottling has 15 business days from receipt of the citations and proposed penalties to comply, request a conference with OSHA's area director or contest the findings before the independent Occupational Safety and Health Review Commission.",5,Business/Industry News
"HUTCHINSON, Kan. - Tyson Foods Inc. has been cited by the U.S. Department of Labor's Occupational Safety and Health Administration for four workplace safety violations at the Hutchinson prepared foods manufacturing plant after a worker's hand was severed by an unguarded conveyor belt.
""Removing guards and failing to train workers in proper lockout procedures is inexcusable,"" said Judy Freeman, OSHA's area director in Wichita. ""Tyson Foods failed to ensure safety procedures, demonstrating a lack of commitment to workplace safety and health and resulting in a tragic injury.""
OSHA began its inspection upon learning of the amputation, which occurred June 17 when four workers were cleaning conveyor equipment at the end of their shift. Guarding on the conveyor was removed, exposing workers to rotating parts. A worker's frock and the employee's arm were then pulled into moving gears of a conveyor that had not been locked out to prevent unintentional operation. Two willful violations involve failing to train workers on lockout/tagout procedures and to lock out equipment to prevent the unintentional operation of equipment and exposure to amputation hazards. A willful violation is one committed with intentional, knowing or voluntary disregard for the law's requirement, or with plain indifference to employee safety and health.
One serious violation involves fall hazards when workers ascend the upper platform work area in two separate plant locations. The company failed to provide fixed stairs to reach the work areas. An OSHA violation is serious if death or serious physical harm could result from a hazard an employer knew or should have known existed.
An other-than-serious violation involves lack of legible markings on forklift levers. An other-than-serious violation is one that has a direct relationship to job safety and health, but probably would not cause death or serious physical harm.
OSHA has proposed fines of $147,000. The citations can be viewed at http://www.osha.gov/ooc/citations/TysonFoodsInc_913161_1213_13.pdf
Due to the nature and severity of violations, the company has been placed in OSHA's Severe Violator Enforcement Program, which mandates targeted follow-up inspections to ensure compliance with the law. OSHA's SVEP focuses on recalcitrant employers that endanger workers by committing willful, repeat or failure-to-abate violations. Under the program, OSHA may inspect any of the employer's facilities if it has reasonable grounds to believe there are similar violations.
The Hutchinson plant has been inspected by OSHA five times in the past 10 years, resulting in seven violations.
Tyson Foods Inc., headquartered in Springdale, Ark., is one of the world's largest processors and marketers of chicken, beef, pork and prepared foods. Approximately 115,000 workers are employed at more than 400 facilities and offices nationwide and overseas, with 150 workers at the Hutchinson facility. The company has 15 business days from receipt of the citations to comply, request an informal conference with OSHA's area director, or contest the citations and penalties before the independent Occupational Safety and Health Review Commission.",5,Business
"TRENTON, FL - On just his third week working for a Trenton manufacturer, a 21-year-old machine operator's life changed forever. On Feb. 1, 2021, the operator suffered a partial hand amputation because the company allowed protective guards to be removed from a machine that cuts sheet metal for the roofing industry.
An investigation by the U.S. Department of Labor's Occupational Safety and Health Administration found that Blac Investments Inc. - operating as Tri County Metals - removed protective guards from the machine because the guards caused imperfections to newly manufactured roofing panels. OSHA cited the company for a willful violation for removing the guards and exposing workers to amputations hazards. The agency proposed $122,879 in penalties.
""Blac Investments' management made a conscious decision to remove guards on three machines that exposed workers to dangerous metal shears,"" said OSHA Area Office Director Michelle Gonzalez in Jacksonville, Florida. ""They put profits over their employees' safety and a young worker is permanently disabled.""
Headquartered in Trenton, Blac Investments Inc. manufactures commercial and residential metal-roofing materials at six other locations in Live Oak, Ocala, Tallahassee, Brooksville, Deland and Jacksonville.
The company has 15 business days from receipt of its citations and penalties to comply, request an informal conference with OSHA's area director, or contest the findings before the independent Occupational Safety and Health Review Commission.",5,Business/Industry
"JESUP, Ga. - Sarah Jones, a 27-year-old camera assistant, was killed and eight other workers were injured while trying to escape an oncoming freight train during the filming of a scene on Feb. 20 for the movie ""Midnight Rider,"" a biopic based on the life of musician Gregg Allman. Film Allman LLC of Pasadena, California, was cited by the U.S. Department of Labor's Occupational Safety and Health Administration for one willful and one serious safety violation for exposing employees to struck-by and fall hazards.
""Employers are responsible for taking the necessary precautions to protect workers' health and safety, and the entertainment industry is no exception,"" said Assistant Secretary of Labor for Occupational Safety and Health Dr. David Michaels. ""It is unacceptable that Film Allman LLC knowingly exposed their crew to moving trains while filming on a live track and railroad trestle.""
OSHA initiated the inspection in response to the incident, which occurred during the filming of a scene on the tracks of the Doctortown train trestle in Georgia that spans the Altamaha River. While the crew was filming, a CSX Corp. train traveling on the tracks was observed heading toward them. Crew members immediately started exiting the tracks, trying to remove set pieces and get off the trestle. However, they were unable to outrun the oncoming train. Ms. Jones was killed and eight other crew members were injured by debris when the train hit a hospital bed being used as a set piece.
""Their failure to develop a safety plan to prevent such hazards, including obtaining permission from the rail owner to use the tracks for filming, led to the death of one crew member and injuries to eight other employees,"" said Kurt Petermeyer, OSHA's Regional Administrator for the Southeast.
A willful citation was issued for the employer's failure to provide safety measures to protect employees from moving trains. A willful violation is one committed with intentional knowing or voluntary disregard for the law's requirements, or with plain indifference to worker safety and health.
The serious citation was issued for exposing workers to fall hazards while working on a train trestle that was not equipped with safety guardrails or other fall protection measures. A serious violation occurs when there is substantial probability that death or serious physical harm could result from a hazard about which the employer knew or should have known.
According to Bureau of Labor Statistics data from the Census of Fatal Occupational Injuries, fatal work injuries in Georgia accounted for 101 of the 4,628 fatal work injuries* reported in 2012. Additional details are available at http://www.bls.gov.
Film Allman LLC was on location filming the Gregg Allman biopic. The movie production company has 15 business days from receipt of its citations and proposed penalties to comply; request a conference with OSHA's Savannah, Georgia, area director or contest the findings before the independent Occupational Safety & Health Review Commission. At the time of the incident, the company employed 20 workers on the set and approximately 74 workers nationwide. Proposed penalties total $74,900.",5,Local News
"(CNN) -- HTC is dipping its toes in the camera market with the new Re: a supersimple handheld action camera that pairs with a smartphone. The L-shaped Re camera looks like an inhaler or small periscope. Just under 4 inches high, the waterproof gadget is mostly handle. It turns on when you grip it and features a fixed ultra-wide-angle lens, a single button and no viewfinder. It captures 16 megapixel still images and shoots 1080p HD videos at 30 frames per second or 720p videos at 120 frames per second. Though it works independently, the Re does a lot more when used with its Android or iOS apps. The apps can turn a smartphone into a viewfinder and make it possible to shoot time-lapse and slow motion videos. Why is HTC, traditionally a smartphone company, making a camera? In a way, all smartphone makers are already in the camera industry. Starting with Apple's iPhone, smartphone manufacturers have mostly obliterated the point-and-shoot by putting powerful cameras in everyone's pocket. Part of the problem was that traditional pocket cameras just couldn't catch up fast enough with the editing and instant sharing features smartphones offered. HTC is approaching its camera from a different angle: It's built as a phone accessory. Though aimed at a more casual user, Re is similar to the many portable action cameras available. Led by the hugely popular GoPro, action cameras have taken off in recent years. Rugged and powerful, they can be mounted on vehicles, heads and animals for intense videos. Like GoPro, the Re will have a line of custom mounts and clips. It can shoot up to 1 meter underwater. HTC says the camera will be available before the end of the year and cost $199. It comes in white, navy and red. The Taiwanese company announced the new camera on Wednesday, along with the Desire Eye smartphone. Built to capitalize on the selfie craze, the Desire Eye puts its most powerful camera on the front side of the phone, so people can get the highest quality image of their face and make sure they look good at the same time.",6,Technology
"(CNN) -- The news that America now has more cell phone subscribers than people doesn't surprise documentary filmmaker Tiffany Shlain. ""There's 5 billion cell phones on the planet, but only 2 billion people online,"" said the director, whose new film ""Connected"" explores our increasing dependence on the electronic devices we carry. Shlain seems to have a love-hate relationship with technology. In the film's trailer she recounts a story of being at dinner with a friend and pretending to go the bathroom so she could check her e-mail on her smartphone. ""Everything is happening so fast. There doesn't seem to be a lot of time to really talk about what it is doing to us,"" said Shlain, who is also a founder of the Webby Awards. ""What does it mean to be connected in the 21st century? What's the good? What's the bad? What's the hope?"" Thanks to smartphones, people aren't just connecting through calls anymore. Increasingly, they're messaging on their phones through texts, e-mail, Facebook or Twitter -- streams of incoming information that are now accessible to us anytime and anywhere we have a signal. According to a trade industry report by the Cellular Telecommunications Industry Association, the United States has 327 million cell phone subscribers, more than its 315 million people. Shlain believes her film presents technology as a next step in shaping society. ""These phones extend our desire for emotional connection. So these are all expanding human capacity because it's us evolving. We continue to want to have more ways to exchange ideas and connect,"" she said. But Shlain also thinks there is a darker side to our always-on, always-connected society. ""People have gotten incredibly rude. When you are with a good friend you should not have your cell phone right here like a ticking bomb. I think there should be no texting in funerals. When you walk in to greet your husband or partner, you should not be talking on a cell phone."" In the film, Shlain ponders what the lasting impact of this information explosion will be. ""I wonder if people are going to look back on this period and say, 'I cannot believe people used their cell phones so much in every situation and there were no boundaries,"" she said. In her own life, Shlain has taken action to limit her digital diet. One day a week, she and her family have a technology shutdown. ""All of the screens go off for 24 hours and it's the most delicious, long, wonderful day. I read, I write in my journal, I hang out with my kids and my husband and the day feels like four days in one. Then we all can't wait to go back online. It kind of helps you re-appreciate technology in a new way."" ""Connected"" is in limited release in the United States. To learn more, check out the film's website.",6,Technology
